S.No,DateTime,Residue,Blaine,cem_type,C3A,C4AF,G-SO3,G-Moisture,FA-Blaine,Gypsum Weigh Feeder_TPH,Fly Ash SFF_TPH,Drive Power_MILL_KW,Separator_speed_RPM,Position_Master Roller1_mm,Counter Pressure_HLSM_mm,Hydraulic_pressure,Fan Power_Kw
150170,19-11-2021 15:39,15,348,Premium,6.86,13.17,42.84,0.13,271,4.31,65.44,3144.45,1065,55.37,24.65,81.83,1294.09
150224,19-11-2021 16:33,14.3,344,Premium,6.86,13.17,42.84,0.13,271,4.4,67.89,3030.57,1053,51.81,23.7,82.01,1308.66
150288,19-11-2021 17:37,14.6,341,Premium,6.86,13.17,42.84,0.13,271,4.17,66.25,3121.57,1054,43.67,27.07,79.95,1302.59
150343,19-11-2021 18:32,16.4,337,Premium,6.86,13.17,42.84,0.13,271,4.34,67.26,3003.97,1054,49.01,24.99,82.54,1307.41
150399,19-11-2021 19:28,18.5,344,Premium,6.86,13.17,42.84,0.13,271,4.4,68.98,2933.48,1035,39.86,24.35,82.89,1311.43
150466,19-11-2021 20:35,17.4,355,Premium,6.86,13.17,42.84,0.13,271,4.4,67.95,3075.26,1034,45.43,25.68,78.35,1305.82
150519,19-11-2021 21:28,15.8,344,Premium,6.86,13.17,42.84,0.13,271,4.46,68.36,3063.14,1035,46.73,26.05,77.77,1292.27
150593,19-11-2021 22:42,16.3,332,Premium,6.86,13.17,42.84,0.13,271,4.08,65.56,2890.95,1025,56.56,24.6,80.42,1293.59
150648,19-11-2021 23:37,13.5,340,Premium,6.86,13.17,42.84,0.13,271,4.63,69.4,3087.9,1044,46.01,23.67,80.33,1282.15
150708,20-11-2021 00:37,13,346,Premium,6.46,13.25,42.84,0.13,267,4.55,69.38,3111.14,1044,45.57,23.85,81.4,1283.88
150766,20-11-2021 01:35,12.5,344,Premium,6.46,13.25,42.84,0.13,267,4.27,68.88,3211.84,1044,46.14,22.96,81.91,1274.22
150826,20-11-2021 02:35,11.2,346,Premium,6.46,13.25,42.84,0.13,267,4.47,69.45,3036.22,1035,44.93,24.62,81,1305.64
150885,20-11-2021 03:34,12.4,339,Premium,6.46,13.25,42.84,0.13,267,4.35,68.61,3280.35,1044,44.28,22.44,82.24,1291.76
150951,20-11-2021 04:40,13.2,341,Premium,6.46,13.25,42.84,0.13,267,4.23,66.14,3120.4,1044,47.56,25.52,79.11,1303.84
151010,20-11-2021 05:39,14.2,346,Premium,6.46,13.25,42.84,0.13,267,4.69,71.79,3021.85,974,54.8,26.09,78.86,1318.02
151069,20-11-2021 06:38,18.2,329,Non premium,6.46,13.25,42.84,0.13,267,4.51,69.18,3009.14,915,55.8,22.67,83.18,1342.16
151122,20-11-2021 07:31,20.2,325,Non premium,6.46,13.25,42.84,0.13,267,4.89,75.72,2996.09,895,50.14,21.66,85.26,1337.71
151190,20-11-2021 08:39,18.9,329,Non premium,6.46,13.25,42.84,0.13,267,4.89,75.76,3175.07,915,37.1,20.68,86.84,1269.93
151247,20-11-2021 09:36,18.3,337,Non premium,6.46,13.25,42.84,0.13,267,5.24,75.27,3150.92,894,36.7,21.39,86,1284.68
151305,20-11-2021 10:34,19.4,341,Non premium,6.46,13.25,42.84,0.13,267,5.02,76.14,2906.87,895,42.6,21.78,86.46,1280.4
151356,20-11-2021 11:25,14.2,344,Non premium,6.46,13.25,42.84,0.13,267,4.91,75.76,3242.21,895,55.59,21.77,86.28,1264.01
151423,20-11-2021 12:32,13.9,341,Premium,6.46,13.25,42.84,0.13,267,4.36,68.29,3128.65,1025,38.59,20.87,85.47,1290.85
151486,20-11-2021 13:35,13.8,350,Premium,6.46,13.25,42.84,0.13,267,4.39,64.7,3191.04,994,38.55,21.97,84.01,1273.57
151544,20-11-2021 14:33,16,339,Premium,6.46,13.25,42.84,0.13,267,4.42,64.37,2956.81,1004,38.04,22.65,81.84,1286.97
151606,20-11-2021 15:35,17.5,350,Premium,6.46,13.25,42.84,0.13,267,4.34,65.99,3009.47,1004,40.81,23.82,81.08,1278.69
151663,20-11-2021 16:32,15,355,Premium,6.46,13.25,42.84,0.13,267,4.33,67.47,3010.25,985,39.51,22.06,84.93,1305.03
151729,20-11-2021 17:38,16.6,348,Premium,6.46,13.25,42.84,0.13,267,4.84,65.23,3026.73,985,44.4,24.14,81.82,1303.38
153046,21-11-2021 15:35,22.2,320,Non premium,6.66,13.21,42.84,0.13,254,4.85,65.74,3052.62,974,36.49,24.06,65.63,1358.03
153164,21-11-2021 17:33,21.3,325,Non premium,6.66,13.21,42.84,0.13,254,4.62,55.24,2826.15,895,39.65,23.35,76.67,1352.88
153226,21-11-2021 18:35,19.8,327,Non premium,6.66,13.21,42.84,0.13,254,4.97,59.96,2915.88,895,37.4,22.63,78,1342.6
153291,21-11-2021 19:40,17.8,344,Non premium,6.66,13.21,42.84,0.13,254,5.02,53.16,3370.45,875,45.22,24.54,79.93,1340.43
153468,21-11-2021 22:37,20.6,315,Non premium,6.66,13.21,42.84,0.13,254,4.91,50.57,3107.76,934,35.66,23.31,76.62,1307.12
153526,21-11-2021 23:35,23,322,Non premium,6.66,13.21,42.84,0.13,254,4.77,46.83,3317.28,945,46.62,20.72,78.5,1321.01
153584,22-11-2021 00:33,21.4,329,Non premium,7.12,13.13,42.84,0.13,219,4.06,46.4,3210.28,875,36.5,22.4,78.5,1333.12
153641,22-11-2021 01:30,21,320,Non premium,7.12,13.13,42.84,0.13,219,4.18,47.26,3241.46,915,37.12,22.86,78.72,1310.73
153706,22-11-2021 02:35,15.7,329,Premium,7.12,13.13,42.84,0.13,219,3.79,46.46,3279.29,1035,44.68,23.37,81.19,1296.62
153761,22-11-2021 03:30,13.5,327,Premium,7.12,13.13,42.84,0.13,219,3.92,45.9,3219.68,1044,40.05,22.16,80.52,1306.67
153826,22-11-2021 04:35,13,332,Premium,7.12,13.13,42.84,0.13,219,3.92,46.04,3241.14,1065,41.75,20.52,83.1,1305.63
153881,22-11-2021 05:30,13.3,334,Premium,7.12,13.13,42.84,0.13,219,3.92,46.63,3002.37,1014,36.45,20.15,82.45,1312.41
153946,22-11-2021 06:35,10.8,341,Premium,7.12,13.13,42.84,0.13,219,3.81,45.84,3022.42,1014,50.36,20.78,83.65,1324.16
154001,22-11-2021 07:30,11.4,329,Premium,7.12,13.13,42.84,0.13,219,3.85,45.04,3159.55,995,50.18,21.24,84.26,1316.26
154058,22-11-2021 08:27,12.4,339,Premium,7.12,13.13,42.84,0.13,219,4.33,46.95,3134.49,1025,39.38,20.16,85.29,1317.14
154122,22-11-2021 09:31,15.8,359,Premium,7.12,13.13,42.84,0.13,219,4.66,46.81,3065.46,1025,44.67,20.8,82.28,1314.76
154186,22-11-2021 10:35,10.3,344,Premium,7.12,13.13,42.84,0.13,219,4.31,46.13,3044.27,1044,34.7,21.32,80.88,1327.34
154421,22-11-2021 14:30,11.1,337,Premium,7.12,13.13,42.84,0.13,219,3.99,46.03,3023.8,1044,39.67,20.95,82.62,1315.7
154548,22-11-2021 16:37,15.4,332,Premium,7.12,13.13,42.84,0.13,219,3.97,48.52,2913.78,995,33.65,21.52,78.19,1353.63
154783,22-11-2021 20:32,13.8,334,Premium,7.12,13.13,42.84,0.13,219,3.63,57.32,3092.05,1015,42.75,21.35,81.31,1314.84
154846,22-11-2021 21:35,16.5,341,Premium,7.12,13.13,42.84,0.13,219,3.94,58.81,2991.22,995,44.21,22.03,82.45,1327.15
154909,22-11-2021 22:38,16,325,Premium,7.12,13.13,42.84,0.13,219,2.72,58.44,3156.86,994,53.73,28.42,70.94,1322.15
154961,22-11-2021 23:30,15.1,332,Premium,7.12,13.13,42.84,0.13,219,3.7,61.3,3057.61,964,54.19,25.22,77.64,1322.37
155026,23-11-2021 00:35,13,334,Premium,6.56,13.04,42.84,0.13,233,3.73,59.45,3223.32,995,46.39,23.35,77.32,1306.01
155089,23-11-2021 01:38,11,344,Premium,6.56,13.04,42.84,0.13,233,3.81,59.32,3154.23,1035,46.96,24.34,78.46,1299.15
155146,23-11-2021 02:35,13.1,339,Premium,6.56,13.04,42.84,0.13,233,3.45,56.71,3172.54,1044,43.61,24.31,78.78,1279.28
155202,23-11-2021 03:31,16.4,332,Premium,6.56,13.04,42.84,0.13,233,3.7,57.78,3209.2,1044,43.61,26.87,75.15,1301.54
155266,23-11-2021 04:35,13.9,346,Non premium,6.56,13.04,42.84,0.13,233,3.35,48.67,3376.83,1041,54.7,23.82,81.31,1325.74
155311,23-11-2021 05:20,14.8,341,Non premium,6.56,13.04,42.84,0.13,233,3.64,58.3,2983.88,1050,35.87,23.17,80.09,1305.12
155441,23-11-2021 07:30,13.2,355,Non premium,6.56,13.04,42.84,0.13,233,3.78,60.69,3175.5,1044,34.74,23.07,81.09,1301.5
155506,23-11-2021 08:35,15.9,334,Non premium,6.56,13.04,42.84,0.13,233,3.63,52.99,3045.18,945,35.24,24.39,78.85,1339.86
155563,23-11-2021 09:32,18,337,Non premium,6.56,13.04,42.84,0.13,233,3.92,54.38,3155.53,945,33.02,22.76,80.82,1336.82
155621,23-11-2021 10:30,19.1,332,Non premium,6.56,13.04,42.84,0.13,233,3.58,50.03,2982.57,945,33.67,24.33,79.29,1355.05
155686,23-11-2021 11:35,20.4,334,Non premium,6.56,13.04,42.84,0.13,233,4,52.19,2848.68,795,38.98,21.11,75.33,1351.54
155743,23-11-2021 12:32,16.2,337,Premium,6.56,13.04,42.84,0.13,233,4.01,53.48,3085.32,875,42.35,23.55,74.03,1347.93
155809,23-11-2021 13:38,17.1,315,Premium,6.56,13.04,42.84,0.13,233,3.64,48.79,3064.73,995,39.55,22.36,76.65,1324.85
155922,23-11-2021 15:31,14,334,Premium,6.56,13.04,42.84,0.13,233,3.59,47.31,3251.02,1025,38.8,23.34,75.82,1288.92
155989,23-11-2021 16:38,13.8,344,Premium,6.56,13.04,42.84,0.13,233,3.69,49.26,3239.67,1054,35.58,21.79,77.97,1304.59
156293,24-11-2021 08:38,14.9,341,Premium,6.89,13.25,42.84,0.13,246,3.72,69.36,2913.89,1044,43.17,23.81,67.1,1368.2
156350,24-11-2021 09:35,15.5,329,Premium,6.89,13.25,42.84,0.13,246,3.52,66.13,3044.21,1013,45.64,24.44,72.57,1335.18
156406,24-11-2021 10:31,10.5,334,Premium,6.89,13.25,42.84,0.13,246,4.53,63.44,3012.69,1025,44.34,23.47,73.7,1322.78
156473,24-11-2021 11:38,16,329,Premium,6.89,13.25,42.84,0.13,246,4.33,63.05,2974.24,1044,45.47,23.71,68.5,1355.35
156530,24-11-2021 12:35,13.5,331,Premium,6.89,13.25,42.84,0.13,246,4.32,61.08,3171.24,1044,46.68,23.76,71.7,1321.47
156593,24-11-2021 13:38,15.6,329,Premium,6.89,13.25,42.84,0.13,246,4.34,61.31,3131.76,1053,43.78,24,72.84,1331.94
156650,24-11-2021 14:35,14.7,332,Premium,6.89,13.25,42.84,0.13,246,4.5,61.89,2938.4,1053,36.5,22.99,72.94,1317.39
156712,24-11-2021 15:37,12.3,341,Premium,6.89,13.25,42.84,0.13,246,4.5,60.29,3065.74,1065,37.77,19.82,81.9,1295.64
156768,24-11-2021 16:33,14,329,Premium,6.89,13.25,42.84,0.13,246,4.2,55.86,2935.86,1065,36.01,20.98,82.62,1331.59
156833,24-11-2021 17:38,11.7,312,Premium,6.89,13.25,42.84,0.13,246,4.17,56.97,2820.82,1014,32.73,21.81,78.92,1308
156890,24-11-2021 18:35,11.2,339,Premium,6.89,13.25,42.84,0.13,246,4.33,58.05,2961.41,1065,40.72,21.94,78.36,1297.1
156952,24-11-2021 19:37,14.5,350,Premium,6.89,13.25,42.84,0.13,246,4.12,56.32,3163.04,1054,40.62,21.39,80.52,1316.49
157010,24-11-2021 20:35,12.6,337,Premium,6.89,13.25,42.84,0.13,246,4.32,59.23,2945.5,1054,33.88,22.29,79.28,1288.33
157065,24-11-2021 21:30,14.9,325,Premium,6.89,13.25,42.84,0.13,246,4.45,61.54,2939.37,1074,34.34,21.51,81.08,1298.88
157130,24-11-2021 22:35,12.6,355,Premium,6.89,13.25,42.84,0.13,246,4.27,57.58,2919.85,1093,35.14,21.81,80.7,1314.65
157194,24-11-2021 23:39,14.9,346,Premium,6.89,13.25,42.84,0.13,246,4.52,59.91,3076.58,1065,38.75,24.1,64.75,1281.13
157245,25-11-2021 00:30,13.5,344,Premium,6.92,13.25,42.84,0.13,249,4.37,58.78,3303.62,1044,42.56,24.87,70.26,1241.74
157310,25-11-2021 01:35,15.4,341,Premium,6.92,13.25,42.84,0.13,249,4.4,59.01,2938.91,1044,38.06,24.52,72.56,1301.4
157372,25-11-2021 02:37,15.6,334,Premium,6.92,13.25,42.84,0.13,249,4.37,60.8,3190.88,1044,41.54,23.65,72.71,1308.89
157425,25-11-2021 03:30,17.2,339,Premium,6.92,13.25,42.84,0.13,249,4.62,58.71,3135.33,1044,41.91,24.07,71.39,1285.34
157490,25-11-2021 04:35,16.2,331,Premium,6.92,13.25,42.84,0.13,249,4.29,60.45,3147.17,1044,44.67,24.86,71.58,1289.65
157546,25-11-2021 05:31,13.8,327,Premium,6.92,13.25,42.84,0.13,249,4.52,60.58,3186.67,1044,44.21,23.96,72.15,1287.26
157605,25-11-2021 06:30,11.9,320,Premium,6.92,13.25,42.84,0.13,249,4.32,59.79,3139.09,1044,37.85,21.03,78.99,1310.03
157666,25-11-2021 07:31,11,339,Premium,6.92,13.25,42.84,0.13,249,4.59,59.63,3059.8,1044,44.4,20.75,77.34,1315.61
158027,25-11-2021 13:32,17.2,337,Non premium,6.92,13.25,42.84,0.13,249,3.66,62.57,3035.98,955,39.61,19.77,80.5,1317.18
158090,25-11-2021 14:35,18.4,332,Non premium,6.92,13.25,42.84,0.13,249,3.66,64.55,3115.18,945,46.7,19.28,82.66,1297.79
158148,25-11-2021 15:33,17.4,337,Non premium,6.92,13.25,42.84,0.13,249,3.7,70.6,3186.06,945,43.86,19.67,83.84,1300.34
158212,25-11-2021 16:37,17.5,327,Non premium,6.92,13.25,42.84,0.13,249,4.64,67.48,3179.06,945,46.54,18.41,80.5,1292.17
158270,25-11-2021 17:35,20.1,329,Non premium,6.92,13.25,42.84,0.13,249,4.58,67.98,3078.57,915,36.39,19.46,80.7,1294.53
158332,25-11-2021 18:37,20.8,327,Non premium,6.92,13.25,42.84,0.13,249,4.38,67.15,3038.9,915,40.34,19.01,81.54,1298.58
158387,25-11-2021 19:32,18.8,332,Non premium,6.92,13.25,42.84,0.13,249,4.49,68.63,3117.04,915,46.14,20.24,78.57,1280.07
158445,25-11-2021 20:30,13.6,337,Premium,6.92,13.25,42.84,0.13,249,3.72,66.67,3107.84,915,36.62,19.55,79.28,1301.36
158452,25-11-2021 20:37,13.6,339,Premium,6.92,13.25,42.84,0.13,249,3.64,67.11,3034.45,915,42.75,19.87,78.87,1301.26
158510,25-11-2021 21:35,14.8,341,Premium,6.92,13.25,42.84,0.13,249,3.45,63.35,3168.58,1025,44.13,19.93,79.22,1286.5
158630,25-11-2021 23:35,15.5,341,Premium,6.92,13.25,42.84,0.13,249,3.18,60.32,2956.11,1014,38.19,21.74,74.43,1328.13
158690,26-11-2021 00:35,14.1,341,Premium,6.53,13.13,42.84,0.13,255,3.21,60.77,2985.69,1014,39.8,22.82,74.77,1323.17
158754,26-11-2021 01:39,13.7,337,Premium,6.53,13.13,42.84,0.13,255,3.25,59.63,3073.03,1014,44.55,20.38,79.14,1319.3
158810,26-11-2021 02:35,15.9,339,Premium,6.53,13.13,42.84,0.13,255,3.24,59.97,3007.44,1014,38.19,20.89,79.34,1318.55
158873,26-11-2021 03:38,16.4,337,Premium,6.53,13.13,42.84,0.13,255,3.31,59.52,3153.73,1014,50.26,22.57,79.01,1319.07
158926,26-11-2021 04:31,15.2,341,Premium,6.53,13.13,42.84,0.13,255,3.32,58.31,3085.46,1014,39.4,22.49,80.18,1332.41
158988,26-11-2021 05:33,15,331,Premium,6.53,13.13,42.84,0.13,255,3.19,56.91,3014.5,1015,55.93,22.1,79.2,1337.43
159045,26-11-2021 06:30,12.5,332,Premium,6.53,13.13,42.84,0.13,255,3.29,58.99,3162.94,1025,41.5,19.91,83.73,1315.26
159104,26-11-2021 07:29,11.9,327,Premium,6.53,13.13,42.84,0.13,255,3.21,58.73,3152.69,1044,34.95,19.75,83.58,1287
159168,26-11-2021 08:33,13.8,344,Premium,6.53,13.13,42.84,0.13,255,3.24,56.61,3223.21,1065,42.02,19.86,82.16,1295.07
159232,26-11-2021 09:37,12.8,329,Premium,6.53,13.13,42.84,0.13,255,3.3,56.01,3011.29,1054,42.16,19.16,84.07,1294.48
159289,26-11-2021 10:34,13.1,332,Premium,6.53,13.13,42.84,0.13,255,2.42,56.7,3212.48,1054,45.2,19.51,82.9,1279.64
159352,26-11-2021 11:37,11,329,Premium,6.53,13.13,42.84,0.13,255,3.49,58.23,3067.57,1054,42.42,20,81.83,1280.14
159408,26-11-2021 12:33,12,327,Premium,6.53,13.13,42.84,0.13,255,3.36,58.59,3045.06,1053,35.35,19.79,82.07,1279.68
159532,26-11-2021 14:37,16.6,315,Non premium,6.53,13.13,42.84,0.13,255,3.48,51.9,3124.95,1025,50.28,18.89,83.3,1282.28
159585,26-11-2021 15:30,16.7,320,Non premium,6.53,13.13,42.84,0.13,255,2.97,57.58,3151.7,1025,59.09,19.16,83.22,1274.55
159647,26-11-2021 16:32,18,322,Premium,6.53,13.13,42.84,0.13,255,2.82,63.11,2768.9,1014,60.07,19.59,83.44,1294.38
159705,26-11-2021 17:30,16.2,334,Premium,6.53,13.13,42.84,0.13,255,2.91,64.18,3082.79,1074,35.57,19.32,81.15,1245.33
159770,26-11-2021 18:35,19.9,341,Premium,6.53,13.13,42.84,0.13,255,2.84,64.75,3198.42,1093,44.05,19.7,80.38,1242.52
159828,26-11-2021 19:33,13.6,346,Premium,6.53,13.13,42.84,0.13,255,3.71,62.74,3177.22,1094,38.57,18.74,81.87,1250.98
160072,26-11-2021 23:37,11.2,337,Premium,6.53,13.13,42.84,0.13,255,3.58,63.3,3000.53,1044,49.09,19.47,82.76,1301.22
160125,27-11-2021 00:30,13.7,344,Premium,7.07,13.07,42.84,0.13,262,3.68,62.84,3102.38,1044,42.63,19.96,80.73,1293.21
160190,27-11-2021 01:35,10,346,Premium,7.07,13.07,42.84,0.13,262,3.61,63.16,2958.11,1044,45.51,18.61,82.99,1297.64
160247,27-11-2021 02:32,10.8,350,Premium,7.07,13.07,42.84,0.13,262,3.68,65.07,3082.77,1045,44.36,19.87,80.65,1294.34
160427,27-11-2021 05:32,13.2,332,Premium,7.07,13.07,42.84,0.13,262,3.68,64.75,3083.31,1094,49.36,24.46,73.02,1317.62
160492,27-11-2021 06:37,14,344,Premium,7.07,13.07,42.84,0.13,262,3.47,64.6,2947.57,1044,44.65,20.56,84.88,1304.93
160548,27-11-2021 07:33,13.8,337,Premium,7.07,13.07,42.84,0.13,262,3.69,65.32,3126.75,1054,37.94,21.28,82.35,1308.54
160611,27-11-2021 08:36,12,341,Premium,7.07,13.07,42.84,0.13,262,3.65,65.8,2982.5,1054,41.16,20.7,83.05,1303.77
160670,27-11-2021 09:35,12.8,344,Premium,7.07,13.07,42.84,0.13,262,3.7,68.61,3209.42,1025,45.74,19.74,79.51,1272.94
160732,27-11-2021 10:37,12.1,341,Premium,7.07,13.07,42.84,0.13,262,3.63,66.46,2966.47,1044,46.75,20.6,79.16,1273.8
160791,27-11-2021 11:36,13.2,322,Premium,7.07,13.07,42.84,0.13,262,3.83,66.06,2975.66,1044,37.17,23.11,74.15,1268.36
161330,27-11-2021 20:35,15.1,327,Premium,7.07,13.07,42.84,0.13,262,3.24,56.26,2930.98,994,63.29,26.34,61.61,1283.86
161393,27-11-2021 21:38,16.1,325,Premium,7.07,13.07,42.84,0.13,262,3.56,62.75,2938.33,1015,39.72,25.97,78.12,1326.72
161446,27-11-2021 22:31,13.4,332,Premium,7.07,13.07,42.84,0.13,262,3.72,63.93,3143.14,1014,49.61,21.63,82.85,1278.11
161510,27-11-2021 23:35,13.5,337,Premium,7.07,13.07,42.84,0.13,262,3.58,63.13,3058.67,1035,50.8,23.43,79.54,1278.62
161573,28-11-2021 00:38,13.3,334,Premium,6.8,13.1,42.84,0.13,266,3.65,63.5,3135.82,1035,49.95,23.42,79.71,1285.85
161626,28-11-2021 01:31,16.1,340,Premium,6.8,13.1,42.84,0.13,266,3.59,62.31,3218.96,1035,42.96,22.01,81.3,1290.79
161690,28-11-2021 02:35,15.8,342,Premium,6.8,13.1,42.84,0.13,266,3.65,63.29,3244.98,1035,53.23,22.74,80.03,1269.67
161744,28-11-2021 03:29,13.9,347,Premium,6.8,13.1,42.84,0.13,266,3.6,63.54,3212.24,1034,47.37,22.02,81.24,1302.7
161814,28-11-2021 04:39,13.5,335,Premium,6.8,13.1,42.84,0.13,266,3.67,64.08,3187.85,1025,47.9,20.96,82.36,1299.73
161865,28-11-2021 05:30,11,344,Premium,6.8,13.1,42.84,0.13,266,3.45,59.78,3088.61,994,55.24,21.54,80.91,1305.58
161927,28-11-2021 06:32,10,350,Premium,6.8,13.1,42.84,0.13,266,3.64,62.48,3146.61,1035,45.8,21.96,80.32,1298.39
162225,28-11-2021 11:30,11.7,334,Premium,6.8,13.1,42.84,0.13,266,3.47,60.08,2768.44,1035,52.44,23.64,71.81,1335.77
162290,28-11-2021 12:35,12.3,329,Premium,6.8,13.1,42.84,0.13,266,3.58,61.87,2741.87,1035,38.21,23.01,81.94,1298.66
162347,28-11-2021 13:32,16.3,346,Premium,6.8,13.1,42.84,0.13,266,3.66,62.4,2994.33,1035,43.31,24.12,79.67,1298.51
162410,28-11-2021 14:35,14.7,325,Premium,6.8,13.1,42.84,0.13,266,3.51,60.2,2992.07,1035,49.24,24.29,79.89,1291.9
162471,28-11-2021 15:36,14.9,322,Premium,6.8,13.1,42.84,0.13,266,3.45,59.13,3073.54,1035,48.34,21.93,82.48,1290.32
163013,29-11-2021 00:38,19.5,322,Premium,6.89,13.22,42.84,0.13,270,3.5,59.3,3319.12,1035,53.04,22.26,80.45,1305.78
163070,29-11-2021 01:35,17.9,327,Premium,6.89,13.22,42.84,0.13,270,3.19,54.49,3190.48,1044,55.05,21.09,83.2,1301.63
163129,29-11-2021 02:34,13.5,334,Premium,6.89,13.22,42.84,0.13,270,3.58,63.39,3196.78,1054,46.29,20.91,81.74,1288.08
163186,29-11-2021 03:31,14.3,327,Premium,6.89,13.22,42.84,0.13,270,3.52,65.4,3228.1,1044,49.57,20.27,83.76,1292.72
163251,29-11-2021 04:36,11.9,332,Premium,6.89,13.22,42.84,0.13,270,3.5,65.87,3082.82,1094,41.08,19.79,83.91,1268.18
163305,29-11-2021 05:30,12.8,334,Premium,6.89,13.22,42.84,0.13,270,3.51,66.05,3059.1,1075,48.42,19.66,83.53,1298.67
163365,29-11-2021 06:30,12.6,327,Premium,6.89,13.22,42.84,0.13,270,3.54,68.68,3058.67,1084,43.99,20.27,83.1,1296.28
163430,29-11-2021 07:35,11.7,334,Premium,6.89,13.22,42.84,0.13,270,3.52,67.21,3201.23,1044,50.8,19.04,85.14,1305.6
163487,29-11-2021 08:32,9,337,Premium,6.89,13.22,42.84,0.13,270,3.57,68.18,3117.69,1074,46.62,20.65,81.69,1293.81
163607,29-11-2021 10:32,11.8,337,Premium,6.89,13.22,42.84,0.13,270,3.38,64.85,3098.18,1075,46.27,21.64,78.76,1315.73
163670,29-11-2021 11:35,11.4,339,Premium,6.89,13.22,42.84,0.13,270,3.5,65.08,3053.45,1075,50.32,21.55,78.2,1308.37
163731,29-11-2021 12:36,10.7,337,Premium,6.89,13.22,42.84,0.13,270,3.46,64.79,2943.98,1075,44.74,21.82,78.46,1314.12
163790,29-11-2021 13:35,11.4,339,Premium,6.89,13.22,42.84,0.13,270,3.54,64.6,3096.3,1074,44.49,20.92,79.12,1300.37
163845,29-11-2021 14:30,12.5,337,Premium,6.89,13.22,42.84,0.13,270,3.51,64.29,3045.06,1074,34.67,22.01,77.42,1299.13
163910,29-11-2021 15:35,13,339,Non premium,6.89,13.22,42.84,0.13,270,3.76,71.52,3166.13,994,38.32,20.77,80.49,1316.38
163967,29-11-2021 16:32,14.2,334,Non premium,6.89,13.22,42.84,0.13,270,3.85,71.31,3155.71,995,49.36,21.67,78.32,1310.03
164090,29-11-2021 18:35,14.3,320,Non premium,6.89,13.22,42.84,0.13,270,3.89,70.21,2936.38,934,43.15,25.81,66.67,1330.62
164151,29-11-2021 19:36,12.3,322,Non premium,6.89,13.22,42.84,0.13,270,3.71,65.68,3199.89,955,56.33,25.16,71.51,1313.36
164210,29-11-2021 20:35,14,339,Premium,6.89,13.22,42.84,0.13,270,3.46,63.19,2729.33,1065,39.9,24.86,73.5,1323.2
164272,29-11-2021 21:37,12.1,327,Premium,6.89,13.22,42.84,0.13,270,3.7,62.84,3181.31,1065,39.3,25.26,74.72,1289.24
164327,29-11-2021 22:32,12.8,332,Premium,6.89,13.22,42.84,0.13,270,3.63,62.95,3138.37,1065,46.45,21.72,78.04,1306.69
164393,29-11-2021 23:38,12.2,344,Premium,6.89,13.22,42.84,0.13,270,3.45,62.83,3151.84,1065,46.43,21.56,80.56,1296.42
164449,30-11-2021 00:34,13.2,341,Premium,6.85,13.13,42.84,0.13,277,3.68,62.57,3198.6,1035,41.6,21.51,80.26,1285.32
164511,30-11-2021 01:36,14.2,337,Premium,6.85,13.13,42.84,0.13,277,3.58,62.68,3210.42,1035,51.28,22.02,78.51,1266.67
164745,30-11-2021 05:30,13.4,332,Premium,6.85,13.13,42.84,0.13,277,3.52,52.4,3056.64,1074,37.6,19.36,82.23,1264.54
164985,30-11-2021 09:30,15.9,334,Premium,6.85,13.13,42.84,0.13,277,3.6,63.83,3119.04,1074,35.16,22.78,81.76,1340.39
165050,30-11-2021 10:35,13.8,337,Premium,6.85,13.13,42.84,0.13,277,3.56,64.33,2990.08,1044,44.49,23.52,80.88,1333.84
165105,30-11-2021 11:30,14.8,334,Premium,6.85,13.13,42.84,0.13,277,3.68,68.15,3017.63,1044,33.09,23.07,81.01,1328.06
165167,30-11-2021 12:32,20.3,320,Non premium,6.85,13.13,42.84,0.13,277,3.78,70.45,3008.81,1014,50.74,22.14,73.11,1334.69
165353,30-11-2021 15:38,15.6,302,Non premium,6.85,13.13,42.84,0.13,277,3.18,54.05,3140.48,945,47.85,23.59,67.65,1382.4
165470,30-11-2021 17:35,15.2,312,Non premium,6.85,13.13,42.84,0.13,277,3.7,53.49,3007.16,970,41.7,22.67,80.06,1330.09
165533,30-11-2021 18:38,13.2,340,Premium,6.85,13.13,42.84,0.13,277,3.49,57.2,3082.89,1069,52.31,22.22,81.3,1291.61
165586,30-11-2021 19:31,11.4,329,Premium,6.85,13.13,42.84,0.13,277,3.28,55.07,3030.27,1105,42.29,22.53,81.7,1278.63
165650,30-11-2021 20:35,12.6,325,Premium,6.85,13.13,42.84,0.13,277,3.27,52.86,3040.36,1125,44.57,21.94,82.2,1283
165712,30-11-2021 21:37,15.4,322,Premium,6.85,13.13,42.84,0.13,277,3.27,54.36,2855.36,1045,56.54,22.41,77.56,1327.18
165765,30-11-2021 22:30,13.6,346,Premium,6.85,13.13,42.84,0.13,277,3.5,62.29,3133.95,1093,42.14,22.33,79.08,1298.7
165830,30-11-2021 23:35,11.4,348,Premium,6.85,13.13,42.84,0.13,277,3.5,64.12,3082.83,1114,46.54,21.57,80.11,1301.03
165885,01-12-2021 00:30,12.9,350,Premium,6.62,13.25,42.84,0.13,288,3.8,63.18,3151.34,1075,46.24,22.31,79.16,1316.62
165950,01-12-2021 01:35,13,353,Premium,6.62,13.25,42.84,0.13,288,3.89,64.8,3043.06,1053,52.33,22.58,78.4,1313.11
