S.No,DateTime,Residue,Blaine,cem_type,C3A,C4AF,G-SO3,G-Moisture,FA-Blaine,Gypsum Weigh Feeder_TPH,Fly Ash SFF_TPH,Drive Power_MILL_KW,Separator_speed_RPM,Position_Master Roller1_mm,Counter Pressure_HLSM_mm,Hydraulic_pressure,Fan Power_Kw
64084,16-11-2022 09:39,22.5,340,Non Premium,6.74,13.19,42.01,1.7,310,3.56,58.72,3226.11,886,69.83,23.09,78.64,1242.32
64148,16-11-2022 10:43,21.1,341,Non Premium,6.74,13.19,42.01,1.7,310,3.69,63.35,3203.4,875,73.64,24.59,74.08,1229.83
64199,16-11-2022 11:34,22.1,338,Non Premium,6.74,13.19,42.01,1.7,310,3.62,59.57,3017.74,875,89.15,24.63,76.24,1239.76
64260,16-11-2022 12:35,21.9,341,Non Premium,6.74,13.19,42.01,1.7,310,3.65,60.39,2966.89,876,82.56,22.13,77.87,1234.07
64319,16-11-2022 13:34,22.8,349,Non Premium,6.74,13.19,42.01,1.7,310,3.74,62.19,3165.79,875,80.43,23.18,77.97,1212.91
64375,16-11-2022 14:30,20.6,359,Non Premium,6.74,13.19,42.01,1.7,310,3.79,63.91,2942.24,875,94.3,22.97,79.09,1223.3
64435,16-11-2022 15:30,20.1,356,Non Premium,6.74,13.19,42.01,1.7,310,3.8,66.93,3172.55,875,76.16,22.24,81.22,1229.8
64499,16-11-2022 16:34,20,340,Non Premium,6.74,13.19,42.01,1.7,310,3.79,63.79,2968.02,865,79.1,20.86,83,1248.61
64561,16-11-2022 17:36,19.8,341,Non Premium,6.74,13.19,42.01,1.7,310,3.85,65.4,2993.3,856,89.58,22.51,81.45,1227.72
64617,16-11-2022 18:32,20.7,340,Non Premium,6.74,13.19,42.01,1.7,310,3.85,61.66,2620.09,856,82.4,26.51,75.23,1232.89
64679,16-11-2022 19:34,22.6,348,Non Premium,6.74,13.19,42.01,1.7,310,3.94,62.43,3247.92,856,101.12,24.55,78.98,1233.44
64741,16-11-2022 20:36,23.1,338,Non Premium,6.74,13.19,42.01,1.7,310,3.7,58.9,3225,837,63.37,23.49,79.59,1231.43
64796,16-11-2022 21:31,21.4,326,Non Premium,6.74,13.19,42.01,1.7,310,3.58,61.11,3101.82,856,63.18,23.47,80.52,1242.24
64858,16-11-2022 22:33,22.4,328,Non Premium,6.74,13.19,42.01,1.7,310,3.81,60.72,3319.41,846,76.25,22.48,81.87,1237.9
64933,16-11-2022 23:48,23.1,340,Non Premium,6.74,13.19,42.01,1.7,310,3.85,63.59,3253.69,846,75.69,22.83,80.83,1240.8
64982,17-11-2022 00:37,22.4,335,Non Premium,6.73,13.25,42.01,1.7,307,3.88,63.2,3125.46,865,76.2,24.7,79.2,1250.79
65043,17-11-2022 01:38,20.8,338,Non Premium,6.73,13.25,42.01,1.7,307,4.02,65.47,3318.19,865,84.9,23.89,79.49,1246.72
65106,17-11-2022 02:41,21.4,337,Non Premium,6.73,13.25,42.01,1.7,307,4.08,63.56,3219.11,846,65.35,23.78,79.68,1245.37
65160,17-11-2022 03:35,22.5,334,Non Premium,6.73,13.25,42.01,1.7,307,3.97,64.68,3164.65,846,61.98,21.87,82.19,1252.28
67029,18-11-2022 10:44,24.4,329,Non Premium,7.2,13.07,42.01,1.7,311,3.47,55.93,2984.86,834,63.9,25.58,64.78,1376.32
67143,18-11-2022 12:38,21.8,323,Non Premium,7.2,13.07,42.01,1.7,311,3.63,58.59,3189.52,886,62.33,23.23,77.7,1273.92
67198,18-11-2022 13:33,20.7,327,Non Premium,7.2,13.07,42.01,1.7,311,3.67,61.04,3138.15,886,59,23.7,77.88,1242.27
67258,18-11-2022 14:33,21.7,329,Non Premium,7.2,13.07,42.01,1.7,311,3.73,61.81,3161.08,865,59.45,23.75,76.97,1229.74
67311,18-11-2022 15:26,23.2,332,Non Premium,7.2,13.07,42.01,1.7,311,3.76,62.01,3125.76,856,60.45,22.32,81.97,1251.44
67372,18-11-2022 16:27,21.2,326,Non Premium,7.2,13.07,42.01,1.7,311,3.79,61.12,3229.08,875,48.46,22.03,81.04,1236.4
67859,19-11-2022 00:34,22.8,318,Non Premium,6.97,13.16,42.01,1.7,307,3.98,64.74,3067.48,856,56.49,23,79.12,1310.02
67919,19-11-2022 01:34,20,327,Non Premium,6.97,13.16,42.01,1.7,307,3.89,63.32,3178.33,856,66.08,23.94,78.09,1259.36
67971,19-11-2022 02:26,22.1,340,Non Premium,6.97,13.16,42.01,1.7,307,3.87,64,3142.29,856,65.97,23.29,78.14,1255.63
68037,19-11-2022 03:32,22.6,333,Non Premium,6.97,13.16,42.01,1.7,307,3.89,65.72,3217.35,845,70.43,23.24,79.68,1259.48
68102,19-11-2022 04:37,22.1,345,Non Premium,6.97,13.16,42.01,1.7,307,3.94,66.67,3100.63,845,76.29,22.77,80.26,1263.19
68152,19-11-2022 05:27,23.4,344,Non Premium,6.97,13.16,42.01,1.7,307,3.91,65.72,3155.27,845,71.15,22.68,80.36,1256.95
68211,19-11-2022 06:26,22.7,343,Non Premium,6.97,13.16,42.01,1.7,307,3.85,64.26,2999.89,845,81.63,21.48,82.12,1262.62
68284,19-11-2022 07:39,23.3,341,Non Premium,6.97,13.16,42.01,1.7,307,3.56,58.45,3168,865,70.57,23.05,79.46,1250.6
68333,19-11-2022 08:28,22.1,343,Non Premium,6.97,13.16,42.01,1.7,307,3.74,64.01,3190.97,866,65.79,22.63,81.13,1241.78
68398,19-11-2022 09:33,22.4,352,Non Premium,6.97,13.16,42.01,1.7,307,3.91,66.33,3137.16,875,66.12,23.28,81.14,1240.13
68459,19-11-2022 10:34,22,335,Non Premium,6.97,13.16,42.01,1.7,307,3.91,67.36,3092.78,875,65.13,21.82,83.03,1239.76
68511,19-11-2022 11:26,22.2,352,Non Premium,6.97,13.16,42.01,1.7,307,3.83,67.07,3065.26,875,51.96,23.35,81,1224.11
68571,19-11-2022 12:26,21.8,348,Non Premium,6.97,13.16,42.01,1.7,307,3.89,67.31,3184.94,875,67.01,22.3,82.54,1231.21
68631,19-11-2022 13:26,19.8,353,Non Premium,6.97,13.16,42.01,1.7,307,3.99,66.23,3022.63,875,75.85,22.6,81.55,1226.77
68710,19-11-2022 14:45,21.3,351,Non Premium,6.97,13.16,42.01,1.7,307,4.04,68.79,3158.66,865,61.19,22.04,81.69,1243.45
68767,19-11-2022 15:42,20.4,352,Non Premium,6.97,13.16,42.01,1.7,307,3.8,66.04,3141.5,866,77.86,22.86,79.47,1223.03
68831,19-11-2022 16:46,23,349,Non Premium,6.97,13.16,42.01,1.7,307,4.04,69.68,3126.87,856,58.5,22.13,81.52,1245.58
69293,20-11-2022 00:28,23.5,340,Non Premium,7.46,12.89,42.01,1.7,296,3.92,66.79,3217.84,865,64.57,23.55,79.6,1318.18
69351,20-11-2022 01:26,23.4,359,Non Premium,7.46,12.89,42.01,1.7,296,3.84,66.62,3360.53,856,68.42,26,77.55,1284.45
69419,20-11-2022 02:34,23.3,347,Non Premium,7.46,12.89,42.01,1.7,296,3.74,64.81,3126.47,856,64.26,23.09,81.97,1286.53
69483,20-11-2022 03:38,22.8,339,Non Premium,7.46,12.89,42.01,1.7,296,3.92,67.11,3128.43,865,63.99,21.56,83.08,1268.47
69546,20-11-2022 04:41,21.9,361,Non Premium,7.46,12.89,42.01,1.7,296,3.74,65.56,3429.01,845,72.81,21.18,83.87,1281.56
69596,20-11-2022 05:31,22,357,Non Premium,7.46,12.89,42.01,1.7,296,3.6,62.63,2913.76,835,81.65,24.42,76.71,1313.94
69654,20-11-2022 06:29,23.5,359,Non Premium,7.46,12.89,42.01,1.7,296,3.47,60.14,3240.2,845,76.72,23.91,73.27,1298.74
69713,20-11-2022 07:28,20.9,339,Premium,7.46,12.89,42.01,1.7,296,3.38,56.96,3188.33,887,61.52,24.08,80.49,1286.87
69777,20-11-2022 08:32,20.7,346,Premium,7.46,12.89,42.01,1.7,296,3.68,64.04,3078.09,886,63.18,22.52,79.32,1266.3
69833,20-11-2022 09:28,20.8,357,Premium,7.46,12.89,42.01,1.7,296,3.85,65.3,3159.61,886,62.5,22.94,81.39,1236.91
69893,20-11-2022 10:28,22.9,345,Premium,7.46,12.89,42.01,1.7,296,3.84,62.01,3021.66,887,62.37,22.55,81.45,1245.38
69952,20-11-2022 11:27,22.8,339,Premium,7.46,12.89,42.01,1.7,296,3.92,63.53,3139.31,886,72.89,22.58,81.73,1229.03
70009,20-11-2022 12:24,20.4,355,Premium,7.46,12.89,42.01,1.7,296,3.87,62.15,3138.89,885,65.6,23.66,81.09,1229.02
70071,20-11-2022 13:26,21.8,356,Premium,7.46,12.89,42.01,1.7,296,3.94,65.98,2975.78,886,60.94,23.05,80.12,1214.02
70144,20-11-2022 14:39,21.5,367,Premium,7.46,12.89,42.01,1.7,296,4.07,63.3,3009.93,886,63.61,22.89,80.45,1230.74
70199,20-11-2022 15:34,20.8,366,Premium,7.46,12.89,42.01,1.7,296,3.76,65.39,3207.17,886,63.28,22.01,80.8,1206.78
70266,20-11-2022 16:41,20.4,365,Premium,7.46,12.89,42.01,1.7,296,3.62,62.17,3057.53,886,63.53,22.82,78.28,1220.93
70316,20-11-2022 17:31,20,363,Premium,7.46,12.89,42.01,1.7,296,3.61,58.23,3112.99,886,79.68,23.59,76.9,1211.93
70373,20-11-2022 18:28,22.3,382,Premium,7.46,12.89,42.01,1.7,296,3.45,60.55,3153.64,887,69.99,25.33,74.39,1239.88
70440,20-11-2022 19:35,19.1,372,Premium,7.46,12.89,42.01,1.7,296,3.74,60.26,3091.89,886,61.54,23.54,76.62,1239.49
70498,20-11-2022 20:33,21.2,355,Premium,7.46,12.89,42.01,1.7,296,3.54,61.37,3092.87,886,76.02,24.49,76.65,1235.03
70550,20-11-2022 21:25,21,368,Premium,7.46,12.89,42.01,1.7,296,3.63,62.38,3140.05,886,68.63,22.79,79.54,1232.71
70621,20-11-2022 22:36,22.2,363,Premium,7.46,12.89,42.01,1.7,296,3.64,63.52,3134.82,886,67.45,24.31,80.44,1242.2
70742,21-11-2022 00:37,21.3,352,Non Premium,7.21,13.03,42.01,1.7,303,3.67,61.31,3243.76,875,60.09,22.25,83.05,1256.76
70802,21-11-2022 01:37,21.6,353,Non Premium,7.21,13.03,42.01,1.7,303,3.69,65.27,3284.25,876,79.44,22.18,82.84,1251.86
70860,21-11-2022 02:35,20.1,346,Non Premium,7.21,13.03,42.01,1.7,303,3.67,67.43,3258.74,865,59.33,23.38,82.05,1228.63
70921,21-11-2022 03:36,22.3,331,Non Premium,7.21,13.03,42.01,1.7,303,3.72,66.06,3154.08,865,67.57,22.34,81.9,1242.15
70982,21-11-2022 04:37,23.1,353,Non Premium,7.21,13.03,42.01,1.7,303,3.64,66.67,3269.22,850,73.93,23.29,82.2,1245.27
71045,21-11-2022 05:40,23.9,347,Non Premium,7.21,13.03,42.01,1.7,303,3.67,63.78,3133.85,865,66.93,22.42,82.77,1256.33
71095,21-11-2022 06:30,22.8,348,Non Premium,7.21,13.03,42.01,1.7,303,3.93,64.54,3306.13,875,78.44,21.41,83.3,1261.46
71166,21-11-2022 07:41,23.7,350,Non Premium,7.21,13.03,42.01,1.7,303,3.3,55.34,3090.41,865,87.84,25.02,73.44,1338.85
71226,21-11-2022 08:41,23.1,358,Non Premium,7.21,13.03,42.01,1.7,303,3.42,59.97,2925.75,856,66.45,22.25,79.39,1311.02
71277,21-11-2022 09:32,24.6,362,Non Premium,7.21,13.03,42.01,1.7,303,3.32,55.5,3088.3,835,95.48,22.8,76.84,1321.7
71340,21-11-2022 10:35,24.7,364,Non Premium,7.21,13.03,42.01,1.7,303,3.24,56.88,3219.47,875,99.59,23.51,74.18,1327
71397,21-11-2022 11:32,24.5,374,Non Premium,7.21,13.03,42.01,1.7,303,3.27,54.7,2833.49,857,98.61,25.64,66.87,1313.56
71457,21-11-2022 12:32,25,392,Non Premium,7.21,13.03,42.01,1.7,303,3.13,55.3,2953.12,856,126.96,24.39,64.77,1307.23
71514,21-11-2022 13:29,22.2,380,Non Premium,7.21,13.03,42.01,1.7,303,3.19,58.6,3157.56,866,93.83,25.49,66.75,1280.84
71590,21-11-2022 14:45,23.7,376,Non Premium,7.21,13.03,42.01,1.7,303,3.14,53.87,3064.7,875,80.41,22.83,80.44,1272.3
71630,21-11-2022 15:25,23.9,392,Non Premium,7.21,13.03,42.01,1.7,303,3.46,59.78,3308.73,886,69.56,21.94,83.07,1246.63
71692,21-11-2022 16:27,21,385,Non Premium,7.21,13.03,42.01,1.7,303,3.6,57.98,3163.35,875,71.34,22.22,82.05,1246.32
71745,21-11-2022 17:20,24,393,Non Premium,7.21,13.03,42.01,1.7,303,3.44,60.63,3163,856,78.44,21.37,80.6,1252.13
71815,21-11-2022 18:30,21.5,385,Non Premium,7.21,13.03,42.01,1.7,303,3.25,55.96,3110.6,887,99.27,23.91,75.89,1248.01
71870,21-11-2022 19:25,23.1,354,Non Premium,7.21,13.03,42.01,1.7,303,3.32,57.98,3150.41,886,73.35,24.79,76.18,1248.05
71931,21-11-2022 20:26,21.8,341,Non Premium,7.21,13.03,42.01,1.7,303,3.73,63.47,3179.9,886,74.49,23.4,79.98,1249.15
71987,21-11-2022 21:22,21.5,340,Non Premium,7.21,13.03,42.01,1.7,303,3.81,63.4,3162.45,887,69.64,23.84,79.79,1246.4
72067,21-11-2022 22:42,21.3,357,Non Premium,7.21,13.03,42.01,1.7,303,3.9,67.37,3151.87,886,58.64,24.75,78.49,1227.26
72122,21-11-2022 23:37,21.8,352,Premium,7.21,13.03,42.01,1.7,303,3.52,63.78,3340.18,876,93.12,24.17,76.35,1220.72
72178,22-11-2022 00:33,22,347,Non Premium,7.61,12.77,42.01,1.7,281,3.51,61.44,3217.46,875,74.07,23.98,76,1246.52
72237,22-11-2022 01:32,23.7,338,Non Premium,7.61,12.77,42.01,1.7,281,3.56,61.16,3126.11,856,104.76,25.23,71.78,1259.14
72298,22-11-2022 02:33,22,359,Non Premium,7.61,12.77,42.01,1.7,281,3.43,59.02,3107.92,866,79.56,24.72,71.16,1262.86
72357,22-11-2022 03:32,22.8,353,Non Premium,7.61,12.77,42.01,1.7,281,3.65,60.91,3251.92,875,83.1,23.56,73.45,1248
72410,22-11-2022 04:25,21,356,Non Premium,7.61,12.77,42.01,1.7,281,3.64,63.58,3225.85,887,84.88,25.29,74.54,1242.23
72467,22-11-2022 05:22,20.8,350,Non Premium,7.61,12.77,42.01,1.7,281,3.77,64.81,2997.53,875,76.47,24.65,75.71,1246.07
72541,22-11-2022 06:36,21.1,354,Non Premium,7.61,12.77,42.01,1.7,281,3.82,65.01,3183.86,866,70.84,21.53,80.53,1272.32
72597,22-11-2022 07:32,20.5,347,Premium,7.61,12.77,42.01,1.7,281,3.7,65.76,3091.33,871,69.45,21.76,81,1259.21
72653,22-11-2022 08:28,20.7,344,Premium,7.61,12.77,42.01,1.7,281,3.72,63.65,3138.56,875,67.11,22.15,80.29,1275.99
72721,22-11-2022 09:36,21.5,349,Premium,7.61,12.77,42.01,1.7,281,3.77,63.33,3146.72,887,107.12,22.61,81.33,1273.44
72779,22-11-2022 10:34,22.2,348,Premium,7.61,12.77,42.01,1.7,281,3.71,65.1,3060.15,887,68.05,23.29,79.75,1267.66
72837,22-11-2022 11:32,21.8,337,Premium,7.61,12.77,42.01,1.7,281,3.78,64.1,3216.64,875,61.77,22.5,80.36,1272.84
72900,22-11-2022 12:35,21.5,341,Premium,7.61,12.77,42.01,1.7,281,3.9,65.29,3149,886,62.95,24.6,78.78,1262.05
72956,22-11-2022 13:31,22.3,339,Premium,7.61,12.77,42.01,1.7,281,3.67,63.42,3150.55,876,67.4,22.99,80.62,1270.16
73015,22-11-2022 14:30,21.3,360,Premium,7.61,12.77,42.01,1.7,281,3.72,64.62,3162.48,886,70.7,23.03,80.53,1258.23
73084,22-11-2022 15:39,21,341,Premium,7.61,12.77,42.01,1.7,281,3.61,63.11,3070.51,875,84.16,21.48,82.08,1279.29
73135,22-11-2022 16:30,18.8,343,Premium,7.61,12.77,42.01,1.7,281,3.8,65.65,2997.57,886,74.92,23.16,80.95,1242.09
73186,22-11-2022 17:21,18.4,345,Premium,7.61,12.77,42.01,1.7,281,3.83,65.98,3085.09,886,53.32,24.68,79.52,1250.19
73264,22-11-2022 18:39,20.7,323,Premium,7.61,12.77,42.01,1.7,281,3.74,62.74,3159.49,886,73.37,21.58,82.85,1241.74
73320,22-11-2022 19:35,20.8,330,Premium,7.61,12.77,42.01,1.7,281,3.62,61.24,3095.78,887,75.65,23.76,81.21,1246.81
73380,22-11-2022 20:35,19,336,Premium,7.61,12.77,42.01,1.7,281,3.63,61.94,3089.23,886,52.99,23.92,79.68,1247.96
73437,22-11-2022 21:32,19.2,338,Premium,7.61,12.77,42.01,1.7,281,3.77,64.22,3223.02,886,52.16,22.26,82.54,1251.77
73491,22-11-2022 22:26,20.7,337,Premium,7.61,12.77,42.01,1.7,281,3.76,62.83,3082,856,63.59,23.48,80.56,1261.92
73561,22-11-2022 23:36,21.6,343,Non Premium,7.61,12.77,42.01,1.7,281,3.88,62.09,3251.64,886,56.22,23.21,80.52,1257.31
73617,23-11-2022 00:32,23.5,330,Premium,7.24,13.01,42.01,1.7,297,3.77,63.17,3140.36,887,69.66,23.18,80.77,1258.58
73678,23-11-2022 01:33,20.6,350,Premium,7.24,13.01,42.01,1.7,297,3.77,64.21,3181.28,875,66.12,22.36,82.31,1258.55
73732,23-11-2022 02:27,21.1,342,Premium,7.24,13.01,42.01,1.7,297,3.85,63.21,3315.91,887,63.05,22.95,81.42,1249.03
73791,23-11-2022 03:26,20.8,345,Premium,7.24,13.01,42.01,1.7,297,3.55,61.77,3159.53,886,56.12,23.8,80.1,1253.48
73853,23-11-2022 04:28,20.3,342,Premium,7.24,13.01,42.01,1.7,297,3.69,61.17,3146.19,887,52.1,23.46,80.84,1263.23
73907,23-11-2022 05:22,21.5,335,Premium,7.24,13.01,42.01,1.7,297,3.58,60.63,3098.62,886,72.73,22.74,81.55,1254.26
73979,23-11-2022 06:34,22.4,368,Premium,7.24,13.01,42.01,1.7,297,3.57,57.73,3337.96,875,70.1,23.58,80,1274.35
74035,23-11-2022 07:30,23.6,366,Premium,7.24,13.01,42.01,1.7,297,3.49,56.51,3114.78,876,74.76,22.2,81.86,1288.29
74091,23-11-2022 08:26,23.2,366,Premium,7.24,13.01,42.01,1.7,297,3.29,53,2740.33,875,94.57,23.12,77.97,1319.09
74217,23-11-2022 10:32,22.4,355,Premium,7.24,13.01,42.01,1.7,297,3.23,53.66,2897.2,886,71.44,22.59,80.39,1320.51
74522,23-11-2022 15:37,20,393,Non Premium,7.24,13.01,42.01,1.7,297,3.3,57.14,3104.98,875,98.55,26.94,67.78,1265.61
74580,23-11-2022 16:35,22.7,378,Non Premium,7.24,13.01,42.01,1.7,297,3.59,62.56,3100.68,856,68.36,23.46,78.41,1241.86
74636,23-11-2022 17:31,21.5,370,Non Premium,7.24,13.01,42.01,1.7,297,3.57,61.25,3114.85,856,73.95,23.37,76.63,1238.93
74694,23-11-2022 18:29,23.5,360,Non Premium,7.24,13.01,42.01,1.7,297,3.44,60.31,3144.07,845,75.89,23.99,77.19,1253.44
74760,23-11-2022 19:35,25.1,363,Non Premium,7.24,13.01,42.01,1.7,297,3.71,62.73,3085.55,816,97.7,21.86,77.31,1261.87
74817,23-11-2022 20:32,24.3,358,Non Premium,7.24,13.01,42.01,1.7,297,3.63,63.99,3062.88,835,67.11,22.22,78.91,1241.41
74871,23-11-2022 21:26,23.5,347,Non Premium,7.24,13.01,42.01,1.7,297,3.72,63.77,3128.54,865,59.99,23.23,75.19,1245.16
74936,23-11-2022 22:31,23.2,339,Non Premium,7.24,13.01,42.01,1.7,297,3.75,63.68,3124.08,881,55.5,24,77.46,1242.31
74993,23-11-2022 23:28,20.8,333,Premium,7.24,13.01,42.01,1.7,297,3.6,60.4,3256.26,856,62.06,23.05,76.61,1220.33
75057,24-11-2022 00:32,24.4,348,Non Premium,7.37,12.92,42.01,1.7,291,3.83,65.24,3186.91,856,56.28,24.94,78.35,1253.76
75117,24-11-2022 01:32,22,347,Non Premium,7.37,12.92,42.01,1.7,291,3.8,64.32,3148.73,844,50.94,24.92,78.41,1270.11
75184,24-11-2022 02:39,22.6,342,Non Premium,7.37,12.92,42.01,1.7,291,3.85,62.11,3202.72,845,62.06,26.51,75.64,1260.15
75244,24-11-2022 03:39,21.8,340,Non Premium,7.37,12.92,42.01,1.7,291,3.72,61.27,3237.34,841,60.36,25.1,78.16,1270.04
75294,24-11-2022 04:29,24.6,352,Non Premium,7.37,12.92,42.01,1.7,291,3.77,60.53,3169.41,835,62,25.84,76.6,1267.04
75352,24-11-2022 05:27,25,363,Non Premium,7.37,12.92,42.01,1.7,291,3.62,58.55,3163.86,825,66.1,24.05,78.67,1282.16
75419,24-11-2022 06:34,22,350,Non Premium,7.37,12.92,42.01,1.7,291,3.48,59.68,3175.1,856,71.42,25.25,69.45,1266.3
75466,24-11-2022 07:21,21.8,379,Non Premium,7.37,12.92,42.01,1.7,291,3.54,59.84,3154.68,856,72.31,24.21,74.05,1252.53
75548,24-11-2022 08:43,22.7,376,Non Premium,7.37,12.92,42.01,1.7,291,3.45,59.21,3198.72,845,59.2,23.42,76.04,1269.96
75604,24-11-2022 09:39,22.8,349,Non Premium,7.37,12.92,42.01,1.7,291,3.47,58.67,3110.15,831,69.29,24.63,74.45,1253.65
75661,24-11-2022 10:36,23,341,Non Premium,7.37,12.92,42.01,1.7,291,3.51,60.2,3214.13,831,62.35,23.74,75.9,1254.71
75714,24-11-2022 11:29,23.5,349,Non Premium,7.37,12.92,42.01,1.7,291,3.51,59.91,3217.6,845,71.81,25.83,71.69,1258.64
75774,24-11-2022 12:29,23,361,Non Premium,7.37,12.92,42.01,1.7,291,3.81,62.26,3196.86,841,69.97,24.14,75.35,1245.58
75825,24-11-2022 13:20,24.5,354,Non Premium,7.37,12.92,42.01,1.7,291,3.71,64.25,3220.46,831,69,23.88,75.92,1256.08
75897,24-11-2022 14:32,23.3,370,Non Premium,7.37,12.92,42.01,1.7,291,3.68,63.58,3155.89,831,70.34,23.02,76.98,1243.66
75961,24-11-2022 15:36,22,375,Non Premium,7.37,12.92,42.01,1.7,291,3.69,64.96,3070.48,856,68.23,22.86,81.39,1239.44
76021,24-11-2022 16:36,23.5,377,Non Premium,7.37,12.92,42.01,1.7,291,3.61,62.58,3282.3,845,74.57,25.08,78.42,1259.16
76077,24-11-2022 17:32,24.4,383,Non Premium,7.37,12.92,42.01,1.7,291,3.47,59.36,3208.95,856,71.15,22.85,80.08,1270.32
76141,24-11-2022 18:36,25.2,359,Non Premium,7.37,12.92,42.01,1.7,291,3.41,59.63,3084.67,856,65.48,26.36,72.84,1297.23
76205,24-11-2022 19:40,22.7,366,Non Premium,7.37,12.92,42.01,1.7,291,3.44,57.89,3227.38,876,68.13,24.05,74.78,1254.44
76263,24-11-2022 20:38,24.2,383,Non Premium,7.37,12.92,42.01,1.7,291,3.33,57.77,3114.01,856,69.29,23.71,78.21,1261.12
76319,24-11-2022 21:34,23.2,362,Non Premium,7.37,12.92,42.01,1.7,291,3.46,57.79,3173.98,866,58.98,25.16,77.79,1270.63
76383,24-11-2022 22:38,23.9,352,Non Premium,7.37,12.92,42.01,1.7,291,3.47,56.66,2934.02,866,64.21,25.8,75.98,1299.91
76433,24-11-2022 23:28,24.4,340,Non Premium,7.37,12.92,42.01,1.7,291,3.48,56.99,3033.03,865,70.63,23.35,81.75,1285.13
76503,25-11-2022 00:38,21.1,349,Non Premium,7.3,12.97,42.01,1.7,283,3.59,59.23,2972.51,875,56.22,24.25,79.91,1296.66
76553,25-11-2022 01:28,21.8,347,Non Premium,7.3,12.97,42.01,1.7,283,3.62,57.85,3133.43,865,63.51,24.74,79.11,1292.81
76623,25-11-2022 02:38,20.9,341,Non Premium,7.3,12.97,42.01,1.7,283,3.63,59.16,3078.12,865,60.05,22.95,82.13,1285.89
76653,25-11-2022 03:08,21.2,338,Non Premium,7.3,12.97,42.01,1.7,283,3.52,56.6,3314,866,61.07,23.04,82.04,1294.81
76741,25-11-2022 04:36,20.2,341,Premium,7.3,12.97,42.01,1.7,283,3.45,54.11,3140.97,866,68.03,24.73,80.61,1279.46
76801,25-11-2022 05:36,20.1,350,Premium,7.3,12.97,42.01,1.7,283,3.45,54.72,3170.28,875,72.54,23,82.76,1295.06
76865,25-11-2022 06:40,23,342,Premium,7.3,12.97,42.01,1.7,283,3.49,54.32,3262.02,875,82.56,24.46,81.41,1298.34
76925,25-11-2022 07:40,21.7,360,Premium,7.3,12.97,42.01,1.7,283,3.1,53.39,3209.7,866,81.44,22.12,77.63,1334.44
76985,25-11-2022 08:40,23.7,377,Premium,7.3,12.97,42.01,1.7,283,3.32,54.13,3113.53,876,70.9,24.72,78.54,1286.46
77045,25-11-2022 09:40,26,330,Premium,7.3,12.97,42.01,1.7,283,3.39,58.97,3110.05,876,64.3,23.35,78.95,1256.53
77105,25-11-2022 10:40,24.6,342,Premium,7.3,12.97,42.01,1.7,283,3.41,56.52,3144.19,875,85.52,23.29,80.55,1243.78
77165,25-11-2022 11:40,24.5,346,Premium,7.3,12.97,42.01,1.7,283,3.24,54.91,3092.31,875,81.13,22.28,81.13,1235.11
77279,25-11-2022 13:34,23.1,353,Premium,7.3,12.97,42.01,1.7,283,3.15,52.12,3278.82,875,92.32,22.57,72.87,1249.09
77332,25-11-2022 14:27,21.9,385,Premium,7.3,12.97,42.01,1.7,283,3.37,56.6,3189.7,887,67.49,23.14,79.63,1222
77390,25-11-2022 15:25,21,371,Premium,7.3,12.97,42.01,1.7,283,3.12,52.64,3111.21,887,71.13,25.46,75.17,1218.59
77456,25-11-2022 16:31,20.3,373,Premium,7.3,12.97,42.01,1.7,283,3.2,54.86,3157.77,887,61.05,21.78,80.82,1205.13
77515,25-11-2022 17:30,21,369,Premium,7.3,12.97,42.01,1.7,283,3.41,60.98,3192.6,886,67.38,24.32,75.39,1219.56
77572,25-11-2022 18:27,20.9,372,Premium,7.3,12.97,42.01,1.7,283,3.34,58.51,3092.25,886,71.67,25.53,75.39,1224.32
77631,25-11-2022 19:26,21.1,370,Premium,7.3,12.97,42.01,1.7,283,3.46,58.7,3177.94,887,70.22,25.45,75.84,1206.16
77692,25-11-2022 20:27,22,358,Premium,7.3,12.97,42.01,1.7,283,3.24,55.44,3110.98,886,67.26,24.34,75.24,1238.82
77751,25-11-2022 21:26,22.5,340,Premium,7.3,12.97,42.01,1.7,283,3.62,61.3,3015.53,886,64.69,22.07,80.64,1225.5
77811,25-11-2022 22:26,22.1,334,Premium,7.3,12.97,42.01,1.7,283,3.75,64.79,3126.15,886,57.11,23.26,79.65,1220.99
77879,25-11-2022 23:34,20.2,354,Non Premium,7.3,12.97,42.01,1.7,283,3.7,62.23,3114.95,886,71.42,21.57,81.81,1222.17
77933,26-11-2022 00:28,20.4,343,Premium,6.74,13.19,42.01,1.7,291,3.63,64.39,3146.53,886,70.45,23.54,80.66,1226.28
77999,26-11-2022 01:34,22.8,367,Premium,6.74,13.19,42.01,1.7,291,3.56,60.64,3265.06,876,78.4,23.34,81.78,1249.94
78057,26-11-2022 02:32,22.7,339,Premium,6.74,13.19,42.01,1.7,291,3.51,59.98,3194.1,875,78.19,25.03,80.83,1266.65
78117,26-11-2022 03:32,23.4,366,Premium,6.74,13.19,42.01,1.7,291,3.4,57.59,3035.16,887,78.83,24.88,77.85,1262.22
78171,26-11-2022 04:26,22.2,359,Premium,6.74,13.19,42.01,1.7,291,3.56,60.61,3218.6,875,62.16,21.61,84.05,1281.53
78232,26-11-2022 05:27,23.6,360,Premium,6.74,13.19,42.01,1.7,291,3.43,59.48,3193.39,866,80.64,22.4,82.29,1285.41
